domain,cohort,window,client_key,named,depth,has_number,metric_kinds,bucket_industry,bucket_craft,bucket_job,bucket_channel,bucket_model,bucket_stage,bucket_geo
panbranding.nl,narrower,after,talentinopleiding,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Branding & huisstijl,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
panbranding.nl,narrower,after,talentinopleiding,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Branding & huisstijl,,,,,Nederlandse stad of plaats
maibru.com,control,after,mirato,Y,full-case-page,N,,"Construction, real estate & housing",Branding & huisstijl,"Merk, huisstijl & verhaal",Website & CMS,,Startup / jong / groeiend,Nederlandse stad of plaats
maibru.com,control,after,ontmoetelza,Y,full-case-page,Y,other,Healthcare & care,Branding & huisstijl,Maatwerk software & efficiëntere processen,,,,Regionaal (binnen Nederland)
maibru.com,control,after,pharosadvocaten,Y,full-case-page,N,,Business & professional services,Branding & huisstijl,"Merk, huisstijl & verhaal",Website & CMS,,,
maibru.com,control,after,sigbar,Y,full-case-page,N,,"Software, IT & telecom",Branding & huisstijl,Lancering nieuw product of concept,,,Startup / jong / groeiend,
maibru.com,control,after,skulptfitness,Y,full-case-page,N,,Healthcare & care,Branding & huisstijl,"Merk, huisstijl & verhaal",Website & CMS,,,Nederlandse stad of plaats
trimm.nl,narrower,before,mcg,Y,summary-tile,N,,,Strategie & advies,,,,,
trimm.nl,narrower,before,xsens,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
trimm.nl,narrower,before,signify,Y,summary-tile,N,,,unknown,,,,,
trimm.nl,narrower,before,grolsch,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
trimm.nl,narrower,before,sanderartscmo,Y,quote-testimonial,N,,,,,,,,
trimm.nl,narrower,before,247tailorsteel,Y,full-case-page,N,,Manufacturing & industrial,Apps & maatwerk platforms,Lancering nieuw product of concept,Social media organisch,,,Europa
trimm.nl,narrower,before,dsm,Y,full-case-page,Y,leads_inquiries,Manufacturing & industrial,Apps & maatwerk platforms,unknown,"Content, video & PR",Zakelijke afnemers (B2B),,Internationaal / wereldwijd
trimm.nl,narrower,before,heuverbanden,Y,full-case-page,Y,conversion,"Transport, logistics & automotive",Webshop & e-commerce,Maatwerk software & efficiëntere processen,Website & CMS,,Groot / corporate / marktleider,Internationaal / wereldwijd
trimm.nl,narrower,before,aeolus,Y,summary-tile,N,,"Transport, logistics & automotive",Website & webdesign,,,,,
trimm.nl,narrower,before,itec,Y,full-case-page,N,,Manufacturing & industrial,UX/UI & interface design,Maatwerk software & efficiëntere processen,,,Omvang in cijfers,
strila.nl,narrower,before,marthaase,Y,quote-testimonial,N,,,,,,,,
strila.nl,narrower,before,vintageaudiorepair,Y,quote-testimonial,N,,,Website & webdesign,,SEO & organische vindbaarheid,,,
strila.nl,narrower,before,dickhoffdesign,Y,quote-testimonial,N,,,Website & webdesign,,,,,
strila.nl,narrower,before,larissawiens,Y,quote-testimonial,N,,,,,,,,
strila.nl,narrower,before,stefbais,Y,quote-testimonial,N,,,Website & webdesign,,,,,
strila.nl,narrower,before,freshlegend,Y,quote-testimonial,N,,,,,,,,
strila.nl,narrower,before,enterioramsterdam,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,starsstories,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,decostonenatuursteen,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,uitzendbureaugenuineflex,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,syscomindustrialequipment,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,martinpostma,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,vintageaudiorepair,Y,full-case-page,N,,Retail & e-commerce (general consumer goods),Website & webdesign,Website verouderd of nieuw nodig,SEO & organische vindbaarheid,,,
strila.nl,narrower,before,syscomindustrialequipment,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,martinpostma,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,enterioramsterdam,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,starsstories,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,decostonenatuursteen,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,uitzendbureaugenuineflex,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,pentainfrawebsite,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,belangenverenigingpensioengerechtigden,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,denederlandschebank,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,happinezresearchamk,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,degroeneflesrestaurant,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,eenvistweevis,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,burgerinitiatiefredzaam,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,sharivandenhout,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,apds,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,waterlandskrat,Y,logo-only,N,,,,,,,,
strila.nl,narrower,before,stimio,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,kantoorinbeweging,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,stoopinstallatiebedrijf,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
studiobold.nl,control,before,redsquare,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,someone,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,denatuurenmilieufederaties,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,ncacampagne,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,deleeuwfotografie,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,fysiocompany,Y,logo-only,N,,,,,,,,
studiobold.nl,control,before,vandesande,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
studiobold.nl,control,before,sugar,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,kantoorinbeweging,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,stoopinstallatiebedrijf,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
studiobold.nl,control,after,redsquare,Y,logo-only,N,,,Branding & huisstijl,,,,,
studiobold.nl,control,after,someone,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,denatuurenmilieufederaties,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,ncacampagne,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,deleeuwfotografie,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,fysiocompany,Y,logo-only,N,,,,,,,,
studiobold.nl,control,after,vandesande,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
studiobold.nl,control,after,sugar,Y,logo-only,N,,,,,,,,
sherpagrafischontwerp.nl,narrower,before,ainregiobank,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
sherpagrafischontwerp.nl,narrower,before,ainfinanciledienstenregiobank,Y,full-case-page,N,,Finance & insurance,"Grafisch ontwerp, drukwerk & print",,,,,
sherpagrafischontwerp.nl,narrower,before,uffelssupportadministratie,Y,summary-tile,N,,,Branding & huisstijl,,,,,
sherpagrafischontwerp.nl,narrower,before,scholtensadvocatenadviseurs,Y,logo-only,N,,,,,,,,
sherpagrafischontwerp.nl,narrower,before,samonlandbouwtechniek,Y,summary-tile,N,,,Website & webdesign,,,,,
sherpagrafischontwerp.nl,narrower,before,intermezzosolextoertocht,Y,logo-only,N,,,,,,,,
sherpagrafischontwerp.nl,narrower,before,noordoostpolder,Y,summary-tile,N,,,Online adverteren (paid ads),,,,,
sherpagrafischontwerp.nl,narrower,before,bobsport,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
sherpagrafischontwerp.nl,narrower,before,rockovercoaching,Y,summary-tile,N,,,Website & webdesign,,,,,
sherpagrafischontwerp.nl,narrower,before,waaqbeveiliging,Y,summary-tile,N,,,Website & webdesign,,,,,
sherpagrafischontwerp.nl,narrower,before,victorinox,Y,logo-only,N,,,,,,,,
sherpagrafischontwerp.nl,narrower,before,jellestaleman,Y,summary-tile,N,,,Website & webdesign,,,,,
sherpagrafischontwerp.nl,narrower,before,verkeersveiligflevoland,Y,summary-tile,N,,,Online adverteren (paid ads),,,,,
tomorrowmen.nl,control,after,mattisson,Y,full-case-page,Y,ad_performance,"Food, beverage & agriculture",Campagnes & creatieve concepten,"Meer leads, aanvragen & verkoop",Social media paid,Consumentenmarkt offline,,
tomorrowmen.nl,control,after,mattisson,Y,full-case-page,Y,revenue_sales,"Food, beverage & agriculture",Content & copywriting,Naamsbekendheid & zichtbaarheid,"Branding, campagne & activatie",Consumentenmarkt offline,,
tomorrowmen.nl,control,after,vlaggenunie,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Content & copywriting,Maatwerk software & efficiëntere processen,SEO & organische vindbaarheid,Webshop consumenten (D2C),,Regionaal (binnen Nederland)
tomorrowmen.nl,control,after,seniorweb,Y,full-case-page,Y,reach_views,"Nonprofits, charities & associations",Strategie & advies,"Merk, huisstijl & verhaal",Offline media & events,,unknown,Nederlandse stad of plaats
tomorrowmen.nl,control,after,,N,summary-tile,N,,,"Outcome-verkoop (leads, omzet, groei)",,,,,
tomorrowmen.nl,control,after,,N,summary-tile,N,,,"Outcome-verkoop (leads, omzet, groei)",,,,,
tomorrowmen.nl,control,after,,N,summary-tile,N,,,Strategie & advies,,,,,
tomorrowmen.nl,control,after,candyspot,Y,summary-tile,N,,,"Outcome-verkoop (leads, omzet, groei)",,Social media organisch,,,
tomorrowmen.nl,control,after,mattisson,Y,summary-tile,N,,,"Online marketing, performance & CRO",,,,,
tomorrowmen.nl,control,after,,N,summary-tile,N,,,Content & copywriting,,,,,
tomorrowmen.nl,control,after,,N,summary-tile,N,,,Webshop & e-commerce,,Marktplaatsen & feeds,,,
tomorrowmen.nl,control,after,,N,summary-tile,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
tomorrowmen.nl,control,after,,N,summary-tile,N,,,Webshop & e-commerce,,Marktplaatsen & feeds,,,
rocketing.nl,narrower,before,meatlessfarm,Y,full-case-page,N,,"Food, beverage & agriculture",Campagnes & creatieve concepten,Lancering nieuw product of concept,Apps & custom platforms,Consumentenmarkt offline,,Heel Nederland (landelijk)
rocketing.nl,narrower,before,pauligbeneluxsantamaria,Y,full-case-page,Y,reach_views,"Food, beverage & agriculture",Social media content & beheer,Naamsbekendheid & zichtbaarheid,Multi-channel & omnichannel,,,Nederland plus buurlanden
rocketing.nl,narrower,before,santamaria,Y,full-case-page,Y,leads_inquiries;traffic;reach_views,"Food, beverage & agriculture",Social media content & beheer,Naamsbekendheid & zichtbaarheid,"Branding, campagne & activatie",,,
rocketing.nl,narrower,before,bison,Y,summary-tile,N,,,unknown,,,,,
rocketing.nl,narrower,before,santamaria,Y,summary-tile,N,,,unknown,,,,,
rocketing.nl,narrower,before,meatlessfarm,Y,summary-tile,N,,,unknown,,,,,
rocketing.nl,narrower,before,handsoffmychocolate,Y,summary-tile,N,,,unknown,,,,,
rocketing.nl,narrower,before,goldgreenpulledoats,Y,summary-tile,N,,,"Online marketing, performance & CRO",,,,,
rocketing.nl,narrower,before,alprobarista,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,Zakelijke afnemers (B2B),,
rocketing.nl,narrower,before,bisonpowervalleymudmasters,Y,summary-tile,N,,,unknown,,,,,
rocketing.nl,narrower,before,fordpuma,Y,summary-tile,N,,,unknown,,,,,
rocketing.nl,narrower,before,meatlessfarm,Y,summary-tile,N,,,Campagnes & creatieve concepten,,Apps & custom platforms,,,
rocketing.nl,narrower,before,handsoffmychocolate,Y,summary-tile,N,,"Food, beverage & agriculture",,Naamsbekendheid & zichtbaarheid,,,,
modernemeesters.nl,control,after,heilig,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
modernemeesters.nl,control,after,hyundaifakkert,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Nederlandse stad of plaats
modernemeesters.nl,control,after,joydrinks,Y,summary-tile,N,,"Food, beverage & agriculture","Grafisch ontwerp, drukwerk & print",,,,,
modernemeesters.nl,control,after,knvb,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
modernemeesters.nl,control,after,koenis,Y,logo-only,N,,,,,,,,
webton.nl,control,after,houtolienl,Y,full-case-page,Y,seo_positions,Retail & e-commerce (general consumer goods),SEO & vindbaarheid,,SEO & organische vindbaarheid,Webshop consumenten (D2C),,
webton.nl,control,after,eshuisaccountantsenadviseurs,Y,full-case-page,N,,Business & professional services,Website & webdesign,Website verouderd of nieuw nodig,"Branding, campagne & activatie","Overheid, zorg & onderwijs",,Regionaal (binnen Nederland)
webton.nl,control,after,mustangsafes,Y,full-case-page,N,,Manufacturing & industrial,Webshop & e-commerce,Webshop & online verkoop,SEO & organische vindbaarheid,Gemengd,Familiebedrijf / gevestigd met historie,Nederland plus buurlanden
webton.nl,control,after,partywinkelnl,Y,full-case-page,Y,traffic;conversion,Retail & e-commerce (general consumer goods),SEO & vindbaarheid,Beter vindbaar in Google,SEO & organische vindbaarheid,Webshop consumenten (D2C),,Heel Nederland (landelijk)
webton.nl,control,after,verhuisdozenloodsnl,Y,summary-tile,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
webton.nl,control,after,jacskoopman,Y,summary-tile,N,,,Webshop & e-commerce,,,Webshop consumenten (D2C),,
webton.nl,control,after,borderlinetravel,Y,summary-tile,N,,,UX/UI & interface design,,,,,
webton.nl,control,after,mustangsafes,Y,summary-tile,N,,,Webshop & e-commerce,,,Webshop consumenten (D2C),,
webton.nl,control,after,twinx,Y,summary-tile,N,,,Website & webdesign,,,,,
webton.nl,control,after,bluelabel,Y,summary-tile,N,,,Website & webdesign,,,,,
webton.nl,control,after,artific,Y,summary-tile,N,,"Software, IT & telecom",Branding & huisstijl,,,,,
webton.nl,control,after,asourceelectronics,Y,summary-tile,N,,Retail & e-commerce (general consumer goods),Website & webdesign,,"SEA, display & overige paid advertising",,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,vdh,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,brilmoderobboon,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,vanderheidenoptiek,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,ranchobravo,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,riensgortoptiek,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,industro,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,proplusbouw,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Campagnes & creatieve concepten,,,,,
pre-pare.nl,control,before,brilmoderobboon,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,krispijnoptiek,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,easylivingportugal,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,Specifiek buitenland
pre-pare.nl,control,before,holidayhomerestyling,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,currymasala,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,kortendijksestraatnl,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,ndfmls,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,brilmoderobboon,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,bosfrezen,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,sunglassesxl,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,kortendijksestraat,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,legalrecovery,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,currymasala,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,tulipflourmills,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,currymasala,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,loslatinos,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,loslatinos,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,holidayhomerestyling,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,waxworld,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,taxigoverde,Y,logo-only,N,,,Campagnes & creatieve concepten,,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,,N,logo-only,N,,,Campagnes & creatieve concepten,,,,,
pre-pare.nl,control,before,woonvormportugal,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Specifiek buitenland
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,mijlweg,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,bosexploitatievroom,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,UX/UI & interface design,,,,,
pre-pare.nl,control,before,bsbs,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,reehorst,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,tongerlomuseum,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,silverbrains,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,radizdrive,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,reehorst,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,ctech,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,suncastle,Y,logo-only,N,,,UX/UI & interface design,,,,,
pre-pare.nl,control,before,ageviewer,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,infravak,Y,logo-only,N,,,Campagnes & creatieve concepten,,,,,
pre-pare.nl,control,before,bondpark,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,bondpark,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,4x4zuid,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,nichemed,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,gpceurope,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,blend4,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,bielsbank,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,ringcall,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,prcgerechtsdeurwaarders,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,arassecurity,Y,logo-only,N,,,UX/UI & interface design,,,,,
pre-pare.nl,control,before,grahampackaging,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,vdvd,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,brilmoderobboon,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,hartvannederland,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,fiat,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,wcwonder,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,victordelorme,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,nstscaffolding,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,nuon,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,landgoedmattemburg,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,graham,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,brilmoderobboon,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,Social media organisch,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,cruisenightroosendaal,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,kijkgroepkrispijn,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,reypenaerkaas,Y,logo-only,N,,,Website & webdesign,,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,,N,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,brilmoderobboon,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,kvk,Y,logo-only,N,,,Campagnes & creatieve concepten,,,,,
pre-pare.nl,control,before,gerechtsdeurwaardernederland,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,legro,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,kontaktlenzencentrum,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,carart,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,benzhoortoestellen,Y,logo-only,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,grahampackaging,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,chiqoorij,Y,logo-only,N,,,Website & webdesign,,,,,
pre-pare.nl,control,before,dieselspareparts,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,Apps & maatwerk platforms,,,,,Nederlandse stad of plaats
pre-pare.nl,control,before,,N,logo-only,N,,,Campagnes & creatieve concepten,,,,,
pre-pare.nl,control,before,reypenaerkaas,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,cargill,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,legro,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,legro,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,legro,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,unknown,,,,,
pre-pare.nl,control,before,,N,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
pre-pare.nl,control,before,,N,full-case-page,N,,,"Video, animatie & fotografie",,unknown,,,Regionaal (binnen Nederland)
pre-pare.nl,control,before,benzhoortoestellen,Y,summary-tile,N,,,Branding & huisstijl,,,,,
pre-pare.nl,control,before,carart,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
pre-pare.nl,control,before,cargill,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
wrkt.nl,narrower,after,veddervedder,Y,summary-tile,N,,"Fashion, beauty & personal goods",,,,,,
wrkt.nl,narrower,after,feraggio,Y,summary-tile,N,,"Fashion, beauty & personal goods",,,,,,
wrkt.nl,narrower,after,pighen,Y,summary-tile,N,,"Fashion, beauty & personal goods",,,,,,Internationaal / wereldwijd
wveen.com,narrower,before,gezondmetesmanl,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,vramsterdam,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,teslataxiservice,Y,logo-only,N,,,Website & webdesign,,SEO & organische vindbaarheid,,,
wveen.com,narrower,before,deregelaar,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,bewegenaanzee,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,duinkijker,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,oudijzerboerhaarlem,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,demicostudio,Y,logo-only,N,,,Website & webdesign,,Webshop & e-commerceplatform,,,
wveen.com,narrower,before,waxalmere,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,waxhillegom,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,oudijzerboercom,Y,logo-only,N,,,Website & webdesign,,SEO & organische vindbaarheid,,,
wveen.com,narrower,before,bloemenwinkelhoofddorpfleuriande,Y,logo-only,N,,,Website & webdesign,,Webshop & e-commerceplatform,,,
wveen.com,narrower,before,dirkmeeldijk,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,afplakbedrijf,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,judithvandrunenv2,Y,logo-only,N,,,Website & webdesign,,,,,
